id;file_name;link_completo
243;Aula 6 - Conflitos Africanos_hexagMEDICINA.pdf;https://t.me/vestibulareseconcursos/243
244;Livro_CN_EO.pdf;https://t.me/vestibulareseconcursos/244
245;Livro_CH_EO.pdf;https://t.me/vestibulareseconcursos/245
246;Livro_MT_EO.pdf;https://t.me/vestibulareseconcursos/246
247;Guia-EO_L3_SP_2019.pdf;https://t.me/vestibulareseconcursos/247
248;Guia-EO_L3_BH_2019.pdf;https://t.me/vestibulareseconcursos/248
249;Guia-EO_L3_RJ_2019.pdf;https://t.me/vestibulareseconcursos/249
250;FÍSICA_V3.pdf;https://t.me/vestibulareseconcursos/250
251;Livro3_CN_Química.pdf;https://t.me/vestibulareseconcursos/251
252;BIOLOGIA_V3.pdf;https://t.me/vestibulareseconcursos/252
254;MATEMÁTICA_V3.pdf;https://t.me/vestibulareseconcursos/254
255;HISTORIA_V3.pdf;https://t.me/vestibulareseconcursos/255
256;GEOGRAFIA_V3.pdf;https://t.me/vestibulareseconcursos/256
257;ENTRE-SOCIEDADES_V2.pdf;https://t.me/vestibulareseconcursos/257
258;ENTRE-PENSAMENTOS_V2.pdf;https://t.me/vestibulareseconcursos/258
259;EntreTextos_Completo.pdf;https://t.me/vestibulareseconcursos/259
260;Between and Portuguese_V3.pdf;https://t.me/vestibulareseconcursos/260
261;Entre Frases.pdf;https://t.me/vestibulareseconcursos/261
262;Entre Textos.pdf;https://t.me/vestibulareseconcursos/262
263;Entre España.pdf;https://t.me/vestibulareseconcursos/263
264;Entre Letras.pdf;https://t.me/vestibulareseconcursos/264
265;Livro_LC_EO.pdf;https://t.me/vestibulareseconcursos/265
266;Entre Aspas.pdf;https://t.me/vestibulareseconcursos/266
267;Aula12_CH_Atualidades_Conflitos no Oriente Médio-online.pdf;https://t.me/vestibulareseconcursos/267
268;Aula7_CH_Reformas da ONU.pdf;https://t.me/vestibulareseconcursos/268
269;Aula8_CH_Atualidades_Multilateralismo_Chines_hexagMEDICINA.pdf;https://t.me/vestibulareseconcursos/269
270;Aula9_CH_Crise_da_representatividade_política_no_mundo_e_no_Brasil.pdf;https://t.me/vestibulareseconcursos/270
271;Aula10_CH_Atualidades_MovimentoSeparatistasnaEuropa_hexagMEDICINA.pdf;https://t.me/vestibulareseconcursos/271
272;Aula11_CH_Política_na_Rússia_hexagMEDICINA.pdf;https://t.me/vestibulareseconcursos/272
273;Fuvest revisão (1).pptx.pdf;https://t.me/vestibulareseconcursos/273
274;Apostila_Redacao_Enem-1.pdf;https://t.me/vestibulareseconcursos/274
275;TÉCNICAS DE REDAÇÃO PARA CONCURSOS.pdf;https://t.me/vestibulareseconcursos/275
276;redacao-sob-medida.pdf;https://t.me/vestibulareseconcursos/276
277;DocGo_Net_O_Guia_Simples_e_Prático_Para_Aprender_a_Fazer_Discursivas.pdf;https://t.me/vestibulareseconcursos/277
278;Exercícios Envolvendo Fatoração de Polinômios - Lista 1.pdf;https://t.me/vestibulareseconcursos/278
285;PDI-CEAv0.80.pdf;https://t.me/vestibulareseconcursos/285
313;SAS_ENEM-02.pdf;https://t.me/vestibulareseconcursos/313
314;SAS_ENEM-03.pdf;https://t.me/vestibulareseconcursos/314
315;SAS_ENEM-04.pdf;https://t.me/vestibulareseconcursos/315
316;SAS_ENEM-05.pdf;https://t.me/vestibulareseconcursos/316
317;SAS_ENEM-06.pdf;https://t.me/vestibulareseconcursos/317
318;SAS_ENEM-07.pdf;https://t.me/vestibulareseconcursos/318
319;SAS_ENEM-08.pdf;https://t.me/vestibulareseconcursos/319
320;SAS_ENEM-09.pdf;https://t.me/vestibulareseconcursos/320
321;SAS_ENEM-10.pdf;https://t.me/vestibulareseconcursos/321
322;SAS_ENEM-12.pdf;https://t.me/vestibulareseconcursos/322
324;SAS_ENEM-13.pdf;https://t.me/vestibulareseconcursos/324
325;SAS_ENEM-14.pdf;https://t.me/vestibulareseconcursos/325
326;SAS_ENEM-15.pdf;https://t.me/vestibulareseconcursos/326
327;SAS_ENEM-16.pdf;https://t.me/vestibulareseconcursos/327
328;SAS_ENEM-17.pdf;https://t.me/vestibulareseconcursos/328
329;SAS_ENEM-11.pdf;https://t.me/vestibulareseconcursos/329
330;SAS_ENEM-01.pdf;https://t.me/vestibulareseconcursos/330
332;100-toefl-reading-practice-questions.pdf;https://t.me/vestibulareseconcursos/332
333;100-toefl-speaking-and-writing-topics.pdf;https://t.me/vestibulareseconcursos/333
334;essential-word-parts-list.pdf;https://t.me/vestibulareseconcursos/334
335;how-to-take-notes-like-a-pro.pdf;https://t.me/vestibulareseconcursos/335
336;speaking-and-writing-grading-rubrics-for-students.pdf;https://t.me/vestibulareseconcursos/336
337;The Ultimate TOEFL Vocabulary List.pdf;https://t.me/vestibulareseconcursos/337
338;the-toefl-quick-guide.pdf;https://t.me/vestibulareseconcursos/338
339;time-management-toefl-reading.pdf;https://t.me/vestibulareseconcursos/339
340;TOEFL_Writing_24+_Guide,_Everything_You_Need_to_Know_to_Write_a.pdf;https://t.me/vestibulareseconcursos/340
341;toefl-speaking-26-templates-and-strategies.pdf;https://t.me/vestibulareseconcursos/341
344;tst-prep-test-13-the-listening-section.pdf;https://t.me/vestibulareseconcursos/344
345;tst-prep-test-13-the-reading-section.pdf;https://t.me/vestibulareseconcursos/345
346;tst-prep-test-13-the-speaking-section.pdf;https://t.me/vestibulareseconcursos/346
347;tst-prep-test-13-the-writing-section.pdf;https://t.me/vestibulareseconcursos/347
348;04.09, TST Prep Test 9, The Writing Section.pdf;https://t.me/vestibulareseconcursos/348
349;100-toefl-listening-practice-questions.pdf;https://t.me/vestibulareseconcursos/349
361;toefl-ibt-writing-practice-sets.pdf;https://t.me/vestibulareseconcursos/361
362;toefl-ibt-speaking-practice-sets.pdf;https://t.me/vestibulareseconcursos/362
364;toefl-ibt-reading-practice-sets.pdf;https://t.me/vestibulareseconcursos/364
365;Destination C1&C2.pdf;https://t.me/vestibulareseconcursos/365
366;Oxford Word Skills Advanced.pdf;https://t.me/vestibulareseconcursos/366
367;Destinaton B2.pdf;https://t.me/vestibulareseconcursos/367
368;PRAISE_Vocal_Training_for_a_Dynamic_Speaking_Voice_Workbook_1.pdf;https://t.me/vestibulareseconcursos/368
369;1997_The_Use_And_Training_of_The_Human_Voice_3rd_Edition_WITH_BOOKMARKS.pdf;https://t.me/vestibulareseconcursos/369
370;LTV Pro_Training_Manual.pdf;https://t.me/vestibulareseconcursos/370
371;Cambridge Grammar for IELTS.pdf;https://t.me/vestibulareseconcursos/371
459;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/459
511;English Grammar in Use Book With Answers, 5th Edition.pdf;https://t.me/vestibulareseconcursos/511
514;Hewings_Martin_Advanced_Grammar_In_Use_With_Answers_3rd_edition.pdf;https://t.me/vestibulareseconcursos/514
589;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/589
593;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/593
628;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/628
649;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/649
715;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/715
793;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/793
846;Cronograma+Conteúdos+Dominando.pdf;https://t.me/vestibulareseconcursos/846
847;Cronograma+Simulados+Dominando.pdf;https://t.me/vestibulareseconcursos/847
884;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/884
939;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/939
949;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/949
998;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/998
1017;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/1017
1025;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/1025
1064;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/1064
1348;pacote-materiais-lingua-portuguesa (1).pdf;https://t.me/vestibulareseconcursos/1348
1349;pacote-materiais-matematica.pdf;https://t.me/vestibulareseconcursos/1349
1350;pacote-materiais-nocoes-de-direito-administrativo.pdf;https://t.me/vestibulareseconcursos/1350
1351;pacote-materiais-nocoes-de-direito-constitucional.pdf;https://t.me/vestibulareseconcursos/1351
1352;pacote-materiais-redacao (1).pdf;https://t.me/vestibulareseconcursos/1352
1353;pacote-materiais-lingua-portuguesa (1).pdf;https://t.me/vestibulareseconcursos/1353
1354;pacote-materiais-redacao (1).pdf;https://t.me/vestibulareseconcursos/1354
1355;pacote-materiais-nocoes-de-direito-constitucional.pdf;https://t.me/vestibulareseconcursos/1355
1356;pacote-materiais-nocoes-de-direito-administrativo.pdf;https://t.me/vestibulareseconcursos/1356
1357;pacote-materiais-matematica.pdf;https://t.me/vestibulareseconcursos/1357
1424;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/1424
1677;CM 1  (1).pdf;https://t.me/vestibulareseconcursos/1677
1755;Memorex+CNU+(Bloco+07)+-+Rodada+01.pdf;https://t.me/vestibulareseconcursos/1755
1756;Memorex+CNU+(Bloco+07)+-+Rodada+02.pdf;https://t.me/vestibulareseconcursos/1756
1757;Memorex+CNU+(Bloco+07)+-+Rodada+03.pdf;https://t.me/vestibulareseconcursos/1757
1758;Memorex+RF+(Auditor-Fiscal)-Rodada+01.pdf;https://t.me/vestibulareseconcursos/1758
1759;Memorex+RF+(Auditor-Fiscal)-Rodada+02.pdf;https://t.me/vestibulareseconcursos/1759
1760;Memorex+RF+(Auditor-Fiscal)-Rodada+03.pdf;https://t.me/vestibulareseconcursos/1760
1761;Memorex+RF+(Auditor-Fiscal)-Rodada+04.pdf;https://t.me/vestibulareseconcursos/1761
1762;Memorex+RF+(Auditor-Fiscal)-Rodada+05.pdf;https://t.me/vestibulareseconcursos/1762
1763;Memorex+RF+(Auditor-Fiscal)-Rodada+06.pdf;https://t.me/vestibulareseconcursos/1763
1764;Memorex+Língua+Portuguesa+-+Rodada+02+i.pdf;https://t.me/vestibulareseconcursos/1764
1765;Memorex+Língua+Portuguesa+-+Rodada+01+i.pdf;https://t.me/vestibulareseconcursos/1765
1766;Memorex+Língua+Portuguesa+-+Rodada+03+i.pdf;https://t.me/vestibulareseconcursos/1766
1767;Memorex+Língua+Portuguesa+-+Rodada+04+i.pdf;https://t.me/vestibulareseconcursos/1767
1768;Memorex+Língua+Portuguesa+-+Rodada+05+i.pdf;https://t.me/vestibulareseconcursos/1768
1769;Memorex+Língua+Portuguesa+-+Rodada+06+i.pdf;https://t.me/vestibulareseconcursos/1769
1770;Memorex+BNB+(Analista+Bancário)+-+Rodada+01.pdf;https://t.me/vestibulareseconcursos/1770
1771;805+QUESTÕES+GABARITADAS+CNU+(BLOCO+08).pdf;https://t.me/vestibulareseconcursos/1771
1831;Apostila - 2018 Questoes Comentadas - nova concursos.pdf;https://t.me/vestibulareseconcursos/1831
1853;Exercício_UFPE_Permuta.pdf;https://t.me/vestibulareseconcursos/1853
1859;SL-013MA-23-ENEM-2-DIA_PROVA.pdf;https://t.me/vestibulareseconcursos/1859
1860;SL-013MA-23-ENEM-2-DIA-GABARITO.pdf;https://t.me/vestibulareseconcursos/1860
1861;Cronograma+Conteúdos+Dominando.pdf;https://t.me/vestibulareseconcursos/1861
1862;Cronograma+Simulados+Dominando.pdf;https://t.me/vestibulareseconcursos/1862
1863;Exercício_UFPE_Permuta.pdf;https://t.me/vestibulareseconcursos/1863
1864;Cartilha-Redação-a-Mil-5.0---Lucas-Felpi.pdf;https://t.me/vestibulareseconcursos/1864
1865;Revisavest - Resumos - Geografia.pdf;https://t.me/vestibulareseconcursos/1865
1866;Revisavest - Resumos - História.pdf;https://t.me/vestibulareseconcursos/1866
1867;Revisavest - Resumos - Matemática.pdf;https://t.me/vestibulareseconcursos/1867
1868;Gabaritando.pdf;https://t.me/vestibulareseconcursos/1868
1869;00cf03ac-f548-427a-b42f-fe1943592e8c.pdf;https://t.me/vestibulareseconcursos/1869
1870;158_205f1_Os_impactos_da_pandemia_da_Covid_19_no_mercado_turístico.pdf;https://t.me/vestibulareseconcursos/1870
1871;4554678f-6c46-4d80-add8-ce568435f92e.pdf;https://t.me/vestibulareseconcursos/1871
1872;c84c7ddb-004b-4bee-ae8e-df5e1d541358.pdf;https://t.me/vestibulareseconcursos/1872
1873;d2790cee-7c8d-4a44-b3f5-68f458f48b3f.pdf;https://t.me/vestibulareseconcursos/1873
1874;e6be87eb-57e6-4803-90a1-6e19c9450ad4.pdf;https://t.me/vestibulareseconcursos/1874
1875;eb3bafd8-821d-4a08-ac0a-912195cd5572.pdf;https://t.me/vestibulareseconcursos/1875
1876;f3c454d8-79d3-415a-ae89-9d25481d7884.pdf;https://t.me/vestibulareseconcursos/1876
1877;Gabarito Escola literárias – Enem 2023.pdf;https://t.me/vestibulareseconcursos/1877
1878;Gabarito Leitura e Interpretação de Textos Inglês Enem.pdf;https://t.me/vestibulareseconcursos/1878
1879;SL-011MA-23-ENEM-1-DIA-GABARITO_.pdf;https://t.me/vestibulareseconcursos/1879
1880;eeeb0ca8-fbfa-4c66-b0a7-e76cadff502f.pdf;https://t.me/vestibulareseconcursos/1880
1881;SAS_ENEM-01.pdf;https://t.me/vestibulareseconcursos/1881
1882;Apostila.pdf;https://t.me/vestibulareseconcursos/1882
1883;BioATP - Questões do ENEM separadas por assunto!.pdf;https://t.me/vestibulareseconcursos/1883
1884;DIA 1 SOMOS 02-2023.pdf;https://t.me/vestibulareseconcursos/1884
1885;1000 questoÌrs Portugues-1.pdf;https://t.me/vestibulareseconcursos/1885
1886;GAB DIA 2 SOMOS 02-2023.pdf;https://t.me/vestibulareseconcursos/1886
1887;SAS_ENEM-11.pdf;https://t.me/vestibulareseconcursos/1887
1888;GAB DIA 1 SOMOS 02-2023.pdf;https://t.me/vestibulareseconcursos/1888
1889;SL-011MA-23-ENEM-1-DIA_nona prova.pdf;https://t.me/vestibulareseconcursos/1889
1890;toefl-ibt-speaking-practice-sets.pdf;https://t.me/vestibulareseconcursos/1890
1891;toefl-ibt-writing-practice-sets.pdf;https://t.me/vestibulareseconcursos/1891
1892;toefl-speaking-26-templates-and-strategies.pdf;https://t.me/vestibulareseconcursos/1892
1893;how-to-take-notes-like-a-pro.pdf;https://t.me/vestibulareseconcursos/1893
1894;PRAISE_Vocal_Training_for_a_Dynamic_Speaking_Voice_Workbook_1.pdf;https://t.me/vestibulareseconcursos/1894
1895;speaking-and-writing-grading-rubrics-for-students.pdf;https://t.me/vestibulareseconcursos/1895
1896;The Ultimate TOEFL Vocabulary List.pdf;https://t.me/vestibulareseconcursos/1896
1897;100-toefl-listening-practice-questions.pdf;https://t.me/vestibulareseconcursos/1897
1898;100-toefl-reading-practice-questions.pdf;https://t.me/vestibulareseconcursos/1898
1899;100-toefl-speaking-and-writing-topics.pdf;https://t.me/vestibulareseconcursos/1899
1900;essential-word-parts-list.pdf;https://t.me/vestibulareseconcursos/1900
1901;the-toefl-quick-guide.pdf;https://t.me/vestibulareseconcursos/1901
1902;time-management-toefl-reading.pdf;https://t.me/vestibulareseconcursos/1902
1903;toefl-ibt-reading-practice-sets.pdf;https://t.me/vestibulareseconcursos/1903
1904;[GABARITO DIA 2] TERCEIRO SAS 2023.pdf;https://t.me/vestibulareseconcursos/1904
1905;[PROVA DIA 1] TERCEIRO SAS 2023.pdf;https://t.me/vestibulareseconcursos/1905
1906;[GABARITO DIA 1] QUARTO BERNOULLI 2023.pdf;https://t.me/vestibulareseconcursos/1906
1907;[PROVA DIA 2] TERCEIRO SAS 2023.pdf;https://t.me/vestibulareseconcursos/1907
1908;[GABARITO DIA 2] QUARTO BERNOULLI 2023.pdf;https://t.me/vestibulareseconcursos/1908
1909;[PROVA DIA 1] QUARTO BERNOULLI 2023.pdf;https://t.me/vestibulareseconcursos/1909
1910;[PROVA DIA 1] TERCEIRO BERNOULLI 2023.pdf;https://t.me/vestibulareseconcursos/1910
1911;[PROVA DIA 2] QUARTO BERNOULLI 2023.pdf;https://t.me/vestibulareseconcursos/1911
1912;[PROVA DIA 2] TERCEIRO BERNOULLI 2023.pdf;https://t.me/vestibulareseconcursos/1912
1913;02_2023_6oENEM_2oDIA_PORTAL_RESOLUCAO (2).pdf;https://t.me/vestibulareseconcursos/1913
1914;02_2023_6oENEM_2oDIA_PORTAL_RESOLUCAO.pdf;https://t.me/vestibulareseconcursos/1914
1915;6  SAS 2023 D1 - DEMOCRATIZANDO.pdf;https://t.me/vestibulareseconcursos/1915
1916;BERNOULLI8-1ºdia.pdf;https://t.me/vestibulareseconcursos/1916
1917;ec3cc8215111ac5f5018ac249e71d20db2e1da87 (1).pdf;https://t.me/vestibulareseconcursos/1917
1918;GAB SOMOS 7 - D2.pdf;https://t.me/vestibulareseconcursos/1918
1919;Gab8-1⁰dia.pdf;https://t.me/vestibulareseconcursos/1919
1920;simulado-enem-bernoulli-8-conj-prova-ii.pdf;https://t.me/vestibulareseconcursos/1920
1921;SOMOS 7 - D2.pdf;https://t.me/vestibulareseconcursos/1921
1922;SOMOS 7 - D1 (1).pdf;https://t.me/vestibulareseconcursos/1922
1923;5º_Poliedro_Enem_2023_-_2º_Dia_-_Prova (1).pdf;https://t.me/vestibulareseconcursos/1923
1924;GAB SOMOS 7 - D1 (1).pdf;https://t.me/vestibulareseconcursos/1924
1925;2023_6oENEM_1oDIA_PORTAL.pdf;https://t.me/vestibulareseconcursos/1925
1926;GAB 6  SAS 2023 D1 - DEMOCRATIZANDO.pdf;https://t.me/vestibulareseconcursos/1926
1927;085_438_17957823_VG1_Simulado_Enem_V_Linguagens_e_Ciências_Humanas.pdf;https://t.me/vestibulareseconcursos/1927
1928;085_811_17973423_VG2_Simulado_Enem_V_Ciências_da_Natureza_e_Matemática.pdf;https://t.me/vestibulareseconcursos/1928
1929;2023_5_poliedro_enem_2dia_resolução.pdf;https://t.me/vestibulareseconcursos/1929
1930;2023_6oENEM_1oDIA_PORTAL_RESOLUCAO.pdf;https://t.me/vestibulareseconcursos/1930
1931;CADERNO DE QUESTÃES 5 ENEM-1 DIA.pdf;https://t.me/vestibulareseconcursos/1931
1932;ilovepdf_merged (16)_compressed.pdf;https://t.me/vestibulareseconcursos/1932
1933;RES_2023_5oENEM_1oDIA_230919_151112.pdf;https://t.me/vestibulareseconcursos/1933
1934;RES_2023_5oENEM_2oDIA.pdf;https://t.me/vestibulareseconcursos/1934
1935;RESOLUÃÃO 5 POLIEDRO ENEM-1 DIApdf.pdf;https://t.me/vestibulareseconcursos/1935
1936;ResolucÌ§aÌo dia 2.pdf;https://t.me/vestibulareseconcursos/1936
1937;2º Poliedro Enem SEDE 2023 - 1º Dia - WEB-1.pdf;https://t.me/vestibulareseconcursos/1937
